id,nop,owner_id,guardian_id,rt,rw,village,road,determination,block_number,land_area,land_area_unit,building_area,building_area_unit
259,350515000901601010,259,7,003,9,SUMBERJO,BLOK 016,160196,016.0101,2408,m2,60,m2
260,350515000901600800,260,7,002,9,SUMBERJO,DSN.KEMBANGAN SUMBERJO,328659,016.0080,2379,m2,0,m2
261,350515000901600810,261,7,002,9,SUMBERJO,DSN. KEMBANGAN,53327,016.0081,115,m2,147,m2
262,350515000901601820,262,7,002,9,SUMBERJO,DSN. KEMBANGAN,151713,016.0182,486,m2,147,m2
263,350515000901601830,263,7,002,9,SUMBERJO,DSN. KEMBANGAN,29702,016.0183,215,m2,0,m2
264,350515000901601840,264,7,002,9,SUMBERJO,DSN. KEMBANGAN,86515,016.0184,215,m2,100,m2
265,350515000902301010,265,7,000,0,SUMBERJO,BLOK 023,38565,023.0101,857,m2,0,m2
266,350515000901600950,266,7,003,9,SUMBERJO,BLOK 016,60305,016.0095,892,m2,40,m2
267,350515000901900690,267,7,000,0,SUMBERJO,BLOK 019,19766,019.0069,142,m2,0,m2
268,350515000901600660,268,7,003,9,SUMBERJO,BLOK 016,42300,016.0066,400,m2,70,m2
269,350515000902300860,269,7,000,0,SUMBERJO,KEMBANGAN,64350,023.0086,1430,m2,0,m2
270,350515000901600700,270,7,001,7,SUMBERJO,BLOK 016,33477,016.0070,411,m2,70,m2
271,350515000901600770,271,7,003,9,SUMBERJO,JL. DESA BLOK 016,48418,016.0077,328,m2,40,m2
272,350515000901900070,272,7,001,9,SUMBERJO,DSN. KEMBANGAN SUMBERJO,22342,019.0007,214,m2,0,m2
273,350515000901900730,273,7,000,0,SUMBERJO,BLOK 019,32063,019.0073,500,m2,0,m2
274,350515000902300820,274,7,000,0,SUMBERJO,BLOK 023,27990,023.0082,622,m2,0,m2
275,350515000902300840,275,7,000,0,SUMBERJO,BLOK 023,22950,023.0084,510,m2,0,m2
276,350515000902301120,276,7,0,0,SUMBERJO,BLOK 023,82350,023.0112,1830,m2,0,m2
277,350515000901601560,277,7,000,0,SUMBERJO,BLOK 016,29305,016.0156,457,m2,0,m2
278,350515000901600750,278,7,003,9,SUMBERJO,BLOK 016,67331,016.0075,1050,m2,0,m2
279,350515000901600870,279,7,003,9,SUMBERJO,BLOK 016,38574,016.0087,384,m2,60,m2
280,350515000901600880,280,7,003,9,SUMBERJO,BLOK 016,70947,016.0088,712,m2,102,m2
281,350515000901600710,281,7,003,9,SUMBERJO,BLOK 016,43937,016.0071,595,m2,60,m2
282,350515000901600860,282,7,002,9,SUMBERJO,DSN. KEMBANGAN,35974,016.0086,561,m2,0,m2
283,350515000901600890,283,7,003,9,SUMBERJO,BLOK 016,68720,016.0089,812,m2,70,m2
284,350515000901601780,284,7,3,9,SUMBERJO,DSN KEMBANGAN,105100,016.0178,673,m2,66,m2
285,350515000901400820,285,7,002,9,SUMBERJO,BLOK 014,26640,014.0082,592,m2,0,m2
286,350515000901600670,286,7,003,9,SUMBERJO,BLOK 016,23684,016.0067,277,m2,277,m2
287,350515000901600900,287,7,003,9,SUMBERJO,BLOK 016,88821,016.0090,1096,m2,77,m2
288,350515000901601500,288,7,000,0,SUMBERJO,BLOK 016,29840,016.0150,216,m2,0,m2
289,350515000901700660,289,7,004,9,SUMBERJO,DSN. KEMBANGAN,37321,017.0066,582,m2,0,m2
290,350515000901700680,290,7,004,9,SUMBERJO,BLOK 017,54506,017.0068,850,m2,0,m2
291,350515000902300640,291,7,000,0,SUMBERJO,BLOK 023,43605,023.0064,969,m2,0,m2
292,350515000901600920,292,7,003,9,SUMBERJO,DSN KEMBANGAN,113238,016.0092,673,m2,66,m2
293,350515000901701510,293,7,4,9,SUMBERJO,BLOK 017,54506,017.0151,850,m2,0,m2
294,350515000902301090,294,7,000,0,SUMBERJO,BLOK 023,43605,023.0109,969,m2,0,m2
295,350515000901700790,295,7,004,9,SUMBERJO,BLOK 017,75026,017.0079,1170,m2,0,m2
296,350515000901600910,296,7,003,9,SUMBERJO,JL. DESA BLOK 016,183601,016.0091,1329,m2,0,m2
297,350515000901601490,297,7,000,0,SUMBERJO,BLOK 016,29840,016.0149,216,m2,0,m2
298,350515000901401160,298,7,001,9,SUMBERJO,BLOK 014,98730,014.0116,2194,m2,0,m2
299,350515000901600930,299,7,003,9,SUMBERJO,JL. DESA BLOK 016,84507,016.0093,499,m2,66,m2
300,350515000901601590,300,7,000,0,SUMBERJO,BLOK 016,51254,016.0159,371,m2,0,m2
301,350515000901900590,301,7,001,9,SUMBERJO,,42387,019.0059,661,m2,0,m2
302,350515000901400830,302,7,001,9,SUMBERJO,BLOK 014,66735,014.0083,1483,m2,0,m2
303,350515000901401150,303,7,001,9,SUMBERJO,BLOK 014,64215,014.0115,1427,m2,0,m2
304,350515000901600940,304,7,003,9,SUMBERJO,JL. DESA BLOK 016,160268,016.0094,1386,m2,66,m2
305,350515000901700670,305,7,004,9,SUMBERJO,DSN. KEMBANGAN,21290,017.0067,332,m2,0,m2
306,350515000901700690,306,7,004,9,SUMBERJO,BLOK 017,87018,017.0069,1357,m2,0,m2
307,350515000901700700,307,7,004,9,SUMBERJO,BLOK 017,57648,017.0070,899,m2,0,m2
308,350515000901701330,308,7,000,0,SUMBERJO,BLOK 017,19906,017.0133,143,m2,0,m2
309,350515000901701520,309,7,4,9,SUMBERJO,BLOK 017,10000,017.0152,54,m2,0,m2
310,350515000902300420,310,7,2,8,SUMBERJO,KEMBANGAN,69300,023.0042,1540,m2,0,m2
311,350515000902300450,311,7,000,0,SUMBERJO,BLOK 023,29520,023.0045,656,m2,0,m2
312,350515000902301130,312,7,0,0,SUMBERJO,BLOK 023,60795,023.0113,1351,m2,0,m2
313,350515000902200260,313,7,002,9,SUMBERJO,DSN KEMBANGAN,124290,022.0026,2762,m2,0,m2
314,350515000901701740,314,7,004,9,SUMBERJO,DSN. KEMBANGAN,47453,017.0174,740,m2,0,m2
315,350515000901600970,315,7,003,9,SUMBERJO,DSN KEMBANGAN,65745,016.0097,600,m2,40,m2
316,350515000901601990,316,7,003,9,SUMBERJO,DSN KEMBANGAN,72662,016.0199,696,m2,0,m2
317,350515000901602020,317,7,003,9,SUMBERJO,DSN KEMBANGAN,72767,016.0202,697,m2,0,m2
318,350515000901900170,318,7,001,9,SUMBERJO,DSN KEMBANGAN,84773,019.0017,812,m2,0,m2
319,350515000901900930,319,7,001,9,SUMBERJO,DSN KEMBANGAN,019.0093,019.0093,812,m2,50,m2
320,350515000901900940,320,7,001,9,SUMBERJO,DSN KEMBANGAN,019.0094,019.0094,812,m2,0,m2
321,350515000902300220,321,7,000,0,SUMBERJO,BLOK 023,73350,023.0022,1630,m2,0,m2
322,350515000901601000,322,7,003,9,SUMBERJO,JL. DESA BLOK 016,65708,016.0100,574,m2,60,m2
323,350515000901801160,323,7,1,9,SUMBERJO,DSN KEMBANGAN,46298,018.0116,722,m2,0,m2
324,350515000902200240,324,7,001,9,SUMBERJO,BLOK 022,86310,022.0024,1918,m2,0,m2
325,350515000901401060,325,7,001,9,SUMBERJO,BLOK 014,26730,014.0106,594,m2,0,m2
326,350515000901401120,326,7,001,9,SUMBERJO,BLOK 014,21420,014.0112,357,m2,0,m2
327,350515000901600990,327,7,003,9,SUMBERJO,BLOK 016,72910,016.0099,1137,m2,0,m2
328,350515000901601030,328,7,003,9,SUMBERJO,JL. DESA BLOK 016,220230,016.0103,1950,m2,70,m2
329,350515000901601050,329,7,003,9,SUMBERJO,BLOK 016,55276,016.0105,862,m2,0,m2
330,350515000901400890,330,7,001,9,SUMBERJO,BLOK 014,84465,014.0089,1877,m2,0,m2
331,350515000901400900,331,7,001,9,SUMBERJO,BLOK 014,23490,014.0090,522,m2,0,m2
332,350515000901401020,332,7,001,9,SUMBERJO,BLOK 014,38250,014.0102,850,m2,0,m2
333,350515000901401030,333,7,001,9,SUMBERJO,BLOK 014,27675,014.0103,615,m2,0,m2
334,350515000901401040,334,7,001,9,SUMBERJO,BLOK 014,31095,014.0104,691,m2,0,m2
335,350515000901401050,335,7,001,9,SUMBERJO,BLOK 014,25110,014.0105,558,m2,0,m2
336,350515000901601060,336,7,003,9,SUMBERJO,JL. DESA BLOK 016,210744,016.0106,1885,m2,60,m2
337,350515000901800980,337,7,004,9,SUMBERJO,DSN KEMBANGAN,20349,018.0098,238,m2,0,m2
338,350515000901801170,338,7,1,9,SUMBERJO,DSN KEMBANGAN,39886,018.0117,622,m2,0,m2
339,350515000901900140,339,7,001,9,SUMBERJO,DSN KEMBANGAN,59829,019.0014,933,m2,0,m2
340,350515000901900810,340,7,1,9,SUMBERJO,JL DESA BLOK 019,19105,019.0081,183,m2,0,m2
341,350515000901800010,341,7,005,9,SUMBERJO,DSN KEMBANGAN,310478,018.0001,2237,m2,192,m2
342,350515000901600640,342,7,003,9,SUMBERJO,BLOK 016,59705,016.0064,663,m2,72,m2
343,350515000901600630,343,7,001,7,SUMBERJO,BLOK 016,59928,016.0063,717,m2,60,m2
344,350515000901600650,344,7,003,9,SUMBERJO,DSN. KEMBANGAN SUMBERJO,33089,016.0065,516,m2,0,m2
345,350515000901601430,345,7,000,0,SUMBERJO,BLOK 016,18917,016.0143,295,m2,0,m2
346,350515000901601470,346,7,000,0,SUMBERJO,BLOK 016,54955,016.0147,857,m2,0,m2
347,350515000901600520,347,7,001,7,SUMBERJO,JL. DESA BLOK 016,152424,016.0052,1460,m2,0,m2
348,350515000901401100,348,7,001,9,SUMBERJO,BLOK 014,29070,014.0110,646,m2,0,m2
349,350515000901600620,349,7,001,7,SUMBERJO,BLOK 016,333838,016.0062,5039,m2,70,m2
350,350515000901601020,350,7,003,9,SUMBERJO,JL. DESA BLOK 016,198778,016.0102,1904,m2,0,m2
351,350515000901900190,351,7,001,9,SUMBERJO,JL. DESA BLOK 019,189956,019.0019,1375,m2,0,m2
352,350515000902000210,352,7,004,8,SUMBERJO,JL. DESA BLOK 020,42836,020.0021,668,m2,0,m2
353,350515000902300670,353,7,000,0,SUMBERJO,BLOK 023,133605,023.0067,2969,m2,0,m2
354,350515000901600590,354,7,003,9,SUMBERJO,BLOK 016,23434,016.0059,190,m2,50,m2
355,350515000901601690,355,7,3,9,SUMBERJO,BLOK 016,41220,016.0169,400,m2,66,m2
356,350515000901601700,356,7,3,9,SUMBERJO,BLOK 016,17955,016.0170,210,m2,0,m2
357,350515000901601720,357,7,3,9,SUMBERJO,BLOK 016,19665,016.0172,230,m2,0,m2
358,350515000901601740,358,7,3,9,SUMBERJO,DSN KEMBANGAN,19558,016.0174,305,m2,0,m2
359,350515000901601750,359,7,3,9,SUMBERJO,DSN KEMBANGAN,19558,016.0175,305,m2,0,m2
360,350515000901601760,360,7,3,9,SUMBERJO,DSN KEMBANGAN,19558,016.0176,305,m2,0,m2
361,350515000901601770,361,7,3,9,SUMBERJO,DSN KEMBANGAN,19558,016.0177,305,m2,0,m2
362,350515000901502160,362,7,002,9,SUMBERJO,DSN. KEMBANGAN,13167,015.0216,154,m2,0,m2
363,350515000901600580,363,7,003,9,SUMBERJO,BLOK 016,104086,016.0058,1533,m2,60,m2
364,350515000902300350,364,7,000,0,SUMBERJO,BLOK 023,85275,023.0035,1895,m2,0,m2
365,350515000901600570,365,7,003,9,SUMBERJO,JL. DESA BLOK 016,161834,016.0057,1401,m2,66,m2
366,350515000902300370,366,7,000,0,SUMBERJO,BLOK 023,41040,023.0037,912,m2,0,m2
367,350515000901700440,367,7,003,9,SUMBERJO,JL. DESA BLOK 017,68819,017.0044,653,m2,30,m2
368,350515000901700520,368,7,003,9,SUMBERJO,JL. DESA BLOK 017,34785,017.0052,327,m2,30,m2
369,350515000902300240,369,7,000,0,SUMBERJO,BLOK 023,64260,023.0024,1428,m2,0,m2
370,350515000901700540,370,7,003,9,SUMBERJO,BLOK 017,25783,017.0054,392,m2,30,m2
371,350515000901700510,371,7,003,9,SUMBERJO,JL. DESA BLOK 017,14477,017.0051,104,m2,0,m2
372,350515000901700580,372,7,003,9,SUMBERJO,BLOK 017,25009,017.0058,390,m2,0,m2
373,350515000901700500,373,7,003,9,SUMBERJO,JL. DESA BLOK 017,45896,017.0050,306,m2,60,m2
374,350515000901700550,374,7,003,9,SUMBERJO,BLOK 017,29887,017.0055,426,m2,36,m2
375,350515000901700560,375,7,003,9,SUMBERJO,BLOK 017,37163,017.0056,362,m2,60,m2
376,350515000901700570,376,7,003,9,SUMBERJO,DSN KEMBANGAN,23983,017.0057,374,m2,0,m2
377,350515000901700590,377,7,003,9,SUMBERJO,BLOK 017,23534,017.0059,367,m2,0,m2
378,350515000901700620,378,7,003,9,SUMBERJO,BLOK 017,34115,017.0062,532,m2,0,m2
379,350515000902300480,379,7,000,0,SUMBERJO,BLOK 023,27405,023.0048,609,m2,0,m2
380,350515000902300490,380,7,002,8,SUMBERJO,DSN. KEMBANGAN,31500,023.0049,700,m2,0,m2
381,350515000901701590,381,7,3,9,SUMBERJO,JL DESA BLOK 017,10000,017.0159,71,m2,0,m2
382,350515000901700490,382,7,003,9,SUMBERJO,JL. DESA BLOK 017,66355,017.0049,458,m2,77,m2
383,350515000901701340,383,7,000,0,SUMBERJO,BLOK 017,10000,017.0134,43,m2,0,m2
384,350515000901600600,384,7,003,9,SUMBERJO,DSN. KEMBANGAN,17528,016.0060,205,m2,0,m2
385,350515000901601730,385,7,3,9,SUMBERJO,BLOK 016,10000,016.0173,99,m2,0,m2
386,350515000901601710,386,7,3,9,SUMBERJO,BLOK 016,18810,016.0171,220,m2,0,m2
387,350515000901700420,387,7,003,9,SUMBERJO,BLOK 017,20783,017.0042,233,m2,30,m2
388,350515000901900450,388,7,001,9,SUMBERJO,BLOK 019,107281,019.0045,1673,m2,0,m2
389,350515000901900900,389,7,001,9,SUMBERJO,DSN KEMBANGAN,19617,019.0090,142,m2,0,m2
390,350515000901900970,390,7,001,9,SUMBERJO,DSN KEMBANGAN,25281,019.0097,183,m2,0,m2
391,350515000901700430,391,7,003,9,SUMBERJO,BLOK 017,22425,017.0043,247,m2,66,m2
392,350515000901700470,392,7,003,9,SUMBERJO,JL. DESA BLOK 017,10000,017.0047,43,m2,30,m2
393,350515000901700350,393,7,003,9,SUMBERJO,BLOK 017,22664,017.0035,255,m2,30,m2
394,350515000901700450,394,7,003,9,SUMBERJO,JL. DESA BLOK 017,31111,017.0045,298,m2,0,m2
395,350515000901700460,395,7,003,9,SUMBERJO,JL. DESA BLOK 017,31529,017.0046,302,m2,0,m2
396,350515000901700480,396,7,003,9,SUMBERJO,BLOK 017,34679,017.0048,298,m2,66,m2
397,350515000901701350,397,7,000,0,SUMBERJO,BLOK 017,10000,017.0135,57,m2,0,m2
398,350515000901700390,398,7,003,9,SUMBERJO,JL. DESA BLOK 017,23281,017.0039,223,m2,0,m2
399,350515000901700380,399,7,003,9,SUMBERJO,JL. DESA BLOK 017,40882,017.0038,214,m2,77,m2
400,350515000901700400,400,7,003,9,SUMBERJO,BLOK 017,19928,017.0040,223,m2,30,m2
401,350515000901700410,401,7,003,9,SUMBERJO,BLOK 017,33734,017.0041,508,m2,30,m2
402,350515000901700330,402,7,003,9,SUMBERJO,BLOK 017,23726,017.0033,370,m2,0,m2
403,350515000901700360,403,7,003,9,SUMBERJO,BLOK 017,20349,017.0036,238,m2,0,m2
404,350515000901700630,404,7,003,9,SUMBERJO,BLOK 017,65186,017.0063,799,m2,60,m2
405,350515000901700370,405,7,003,9,SUMBERJO,JL. DESA BLOK 017,78831,017.0037,692,m2,66,m2
406,350515000901700320,406,7,003,9,SUMBERJO,JL. DESA BLOK 017,116101,017.0032,1049,m2,66,m2
407,350515000901601040,407,7,003,9,SUMBERJO,JL. DESA BLOK 016,92498,016.0104,886,m2,0,m2
408,350515000901700290,408,7,004,9,SUMBERJO,BLOK 017,11714,017.0029,137,m2,0,m2
409,350515000901700310,409,7,004,9,SUMBERJO,JL. DESA BLOK 017,58061,017.0031,407,m2,66,m2
410,350515000901700750,410,7,004,9,SUMBERJO,BLOK 017,23598,017.0075,368,m2,0,m2
411,350515000901700770,411,7,004,9,SUMBERJO,BLOK 017,21033,017.0077,328,m2,0,m2
412,350515000901401140,412,7,001,9,SUMBERJO,BLOK 014,38475,014.0114,855,m2,0,m2
413,350515000901700280,413,7,004,9,SUMBERJO,JL. DESA BLOK 017,40561,017.0028,293,m2,66,m2
414,350515000901700300,414,7,004,9,SUMBERJO,BLOK 017,18383,017.0030,215,m2,0,m2
415,350515000901700760,415,7,004,9,SUMBERJO,BLOK 017,20264,017.0076,237,m2,0,m2
416,350515000901700780,416,7,004,9,SUMBERJO,BLOK 017,26740,017.0078,417,m2,0,m2
417,350515000901700810,417,7,004,9,SUMBERJO,BLOK 017,25650,017.0081,400,m2,0,m2
418,350515000901401080,418,7,001,9,SUMBERJO,BLOK 014,39150,014.0108,870,m2,0,m2
419,350515000901700270,419,7,004,9,SUMBERJO,JL. DESA BLOK 017,87000,017.0027,810,m2,35,m2
420,350515000901700800,420,7,004,9,SUMBERJO,BLOK 017,25650,017.0080,400,m2,0,m2
421,350515000901400850,421,7,001,9,SUMBERJO,BLOK 014,31905,014.0085,709,m2,0,m2
422,350515000901700250,422,7,004,9,SUMBERJO,JL. DESA BLOK 017,30131,017.0025,264,m2,36,m2
423,350515000901700610,423,7,004,9,SUMBERJO,BLOK 017,99779,017.0061,1556,m2,0,m2
424,350515000901700640,424,7,004,9,SUMBERJO,BLOK 017,53801,017.0064,839,m2,0,m2
425,350515000901700710,425,7,004,9,SUMBERJO,BLOK 017,15561,017.0071,182,m2,0,m2
426,350515000901700730,426,7,004,9,SUMBERJO,BLOK 017,29882,017.0073,466,m2,0,m2
427,350515000901700740,427,7,004,9,SUMBERJO,BLOK 017,27510,017.0074,429,m2,0,m2
428,350515000901700830,428,7,003,9,SUMBERJO,BLOK 017,10000,017.0083,116,m2,0,m2
429,350515000901700840,429,7,004,9,SUMBERJO,BLOK 017,30844,017.0084,481,m2,0,m2
430,350515000901900150,430,7,001,9,SUMBERJO,DSN.KEMBANGAN SUMBERJO,47286,019.0015,190,m2,60,m2
431,350515000901700240,431,7,004,9,SUMBERJO,JL. DESA BLOK 017,73048,017.0024,504,m2,84,m2
432,350515000901700220,432,7,004,9,SUMBERJO,JL. DESA BLOK 017,150977,017.0022,1297,m2,66,m2
433,350515000901701500,433,7,000,0,SUMBERJO,KEMBANGAN,20184,017.0150,145,m2,0,m2
434,350515000901700170,434,7,004,9,SUMBERJO,JL. DESA BLOK 017,146925,017.0017,1384,m2,35,m2
435,350515000901700210,435,7,004,9,SUMBERJO,JL. DESA BLOK 017,507967,017.0021,4688,m2,77,m2
436,350515000901700600,436,7,003,9,SUMBERJO,BLOK 017,91058,017.0060,1420,m2,0,m2
437,350515000901800420,437,7,005,9,SUMBERJO,BLOK 018,159419,018.0042,2218,m2,72,m2
438,350515000901800540,438,7,004,9,SUMBERJO,JL. DESA BLOK 018,226508,018.0054,2036,m2,60,m2
439,350515000901800660,439,7,004,9,SUMBERJO,BLOK 018,71307,018.0066,1112,m2,0,m2
440,350515000902000100,440,7,004,8,SUMBERJO,BLOK 020,64382,020.0010,1004,m2,0,m2
441,350515000901700180,441,7,004,9,SUMBERJO,JL. DESA BLOK 017,76838,017.0018,736,m2,0,m2
442,350515000901700190,442,7,004,9,SUMBERJO,JL. DESA BLOK 017,117024,017.0019,1104,m2,30,m2
443,350515000901700200,443,7,004,9,SUMBERJO,JL. DESA BLOK 017,75794,017.0020,726,m2,0,m2
444,350515000901800480,444,7,004,9,SUMBERJO,BLOK 018,33473,018.0048,522,m2,0,m2
445,350515000901801060,445,7,000,0,SUMBERJO,BLOK 018,59612,018.0106,571,m2,0,m2
446,350515000901801130,446,7,4,9,SUMBERJO,BLOK 018,18383,018.0113,215,m2,0,m2
447,350515000901800520,447,7,006,9,SUMBERJO,DSN. KEMBANGAN,63850,018.0052,159,m2,100,m2
448,350515000901802190,448,7,004,9,SUMBERJO,DSN. KEMBANGAN,43551,018.0219,210,m2,70,m2
449,350515000901802180,449,7,004,9,SUMBERJO,DSN. KEMBANGAN,36590,018.0218,176,m2,60,m2
450,350515000901601540,450,7,000,0,SUMBERJO,BLOK 016,25650,016.0154,400,m2,0,m2
451,350515000901800740,451,7,004,9,SUMBERJO,BLOK 018,75719,018.0074,1098,m2,28,m2
452,350515000901800530,452,7,004,9,SUMBERJO,JL. DESA BLOK 018,305590,018.0053,2659,m2,112,m2
453,350515000901800590,453,7,004,9,SUMBERJO,BLOK 018,20933,018.0059,151,m2,50,m2
454,350515000901800550,454,7,004,9,SUMBERJO,BLOK 018,45378,018.0055,608,m2,32,m2
455,350515000901800600,455,7,004,9,SUMBERJO,BLOK 018,70178,018.0060,940,m2,45,m2
456,350515000901800580,456,7,004,9,SUMBERJO,BLOK 018,45125,018.0058,503,m2,56,m2
457,350515000901800630,457,7,004,9,SUMBERJO,BLOK 018,35076,018.0063,547,m2,0,m2
458,350515000901800640,458,7,004,9,SUMBERJO,BLOK 018,19323,018.0064,226,m2,0,m2
459,350515000902001850,459,7,0,0,SUMBERJO,,20723,020.0185,150,m2,0,m2
460,350515000901800460,460,7,005,9,SUMBERJO,BLOK 018,117603,018.0046,1448,m2,100,m2
461,350515000901800570,461,7,004,9,SUMBERJO,BLOK 018,11457,018.0057,134,m2,0,m2
462,350515000901800470,462,7,005,9,SUMBERJO,BLOK 018,196450,018.0047,2359,m2,115,m2
463,350515000901801090,463,7,000,0,SUMBERJO,DSN KEMBANGAN,31614,018.0109,493,m2,0,m2
464,350515000901801050,464,7,000,0,SUMBERJO,BLOK 018,40784,018.0105,636,m2,0,m2
465,350515000901800560,465,7,004,9,SUMBERJO,BLOK 018,18468,018.0056,216,m2,0,m2
466,350515000901800620,466,7,004,9,SUMBERJO,BLOK 018,92547,018.0062,1272,m2,49,m2
467,350515000901800650,467,7,004,9,SUMBERJO,BLOK 018,37513,018.0065,585,m2,0,m2
468,350515000901801040,468,7,004,9,SUMBERJO,DSN KEMBANGAN,40784,018.0104,636,m2,0,m2
469,350515000901800610,469,7,004,9,SUMBERJO,BLOK 018,22829,018.0061,267,m2,0,m2
470,350515000901800670,470,7,005,9,SUMBERJO,BLOK 018,24932,018.0067,306,m2,28,m2
471,350515000901801110,471,7,000,0,SUMBERJO,KEMBANGAN,23021,018.0111,359,m2,0,m2
472,350515000901800960,472,7,000,0,SUMBERJO,BLOK 018,74359,018.0096,1107,m2,42,m2
473,350515000901600610,473,7,001,7,SUMBERJO,BLOK 016,114912,016.0061,1792,m2,0,m2
474,350515000901800690,474,7,004,9,SUMBERJO,BLOK 018,74423,018.0069,1108,m2,42,m2
475,350515000902200440,475,7,001,9,SUMBERJO,BLOK 022,106830,022.0044,2374,m2,0,m2
476,350515000902300360,476,7,000,0,SUMBERJO,BLOK 023,44865,023.0036,997,m2,0,m2
477,350515000901800970,477,7,000,0,SUMBERJO,BLOK 018,74359,018.0097,1107,m2,42,m2
478,350515000901900770,478,7,000,0,SUMBERJO,,19906,019.0077,143,m2,0,m2
479,350515000901602000,479,7,002,9,SUMBERJO,DSN. KEMBANGAN,14022,016.0200,164,m2,0,m2
480,350515000901602010,480,7,002,9,SUMBERJO,DSN. KEMBANGAN,13680,016.0201,160,m2,0,m2
481,350515000901800700,481,7,004,9,SUMBERJO,BLOK 018,323015,018.0070,4700,m2,70,m2
482,350515000901800850,482,7,001,9,SUMBERJO,BLOK 018,130705,018.0085,286,m2,0,m2
483,350515000901802310,483,7,004,9,SUMBERJO,DSN. KEMBANGAN,25522,018.0231,398,m2,0,m2
484,350515000901800720,484,7,004,9,SUMBERJO,BLOK 018,22748,018.0072,220,m2,50,m2
485,350515000901801070,485,7,000,0,SUMBERJO,BLOK 018,23769,018.0107,278,m2,0,m2
486,350515000901800790,486,7,004,9,SUMBERJO,BLOK 018,32691,018.0079,427,m2,28,m2
487,350515000901400810,487,7,001,9,SUMBERJO,BLOK 014,22005,014.0081,489,m2,0,m2
488,350515000901800800,488,7,004,9,SUMBERJO,JL. DESA BLOK 018,66668,018.0080,536,m2,48,m2
489,350515000901400770,489,7,001,9,SUMBERJO,BLOK 014,23400,014.0077,520,m2,0,m2
490,350515000901400790,490,7,001,9,SUMBERJO,BLOK 014,24480,014.0079,544,m2,0,m2
491,350515000901800760,491,7,004,9,SUMBERJO,BLOK 018,13082,018.0076,153,m2,0,m2
492,350515000901800770,492,7,004,9,SUMBERJO,JL. DESA BLOK 018,99490,018.0077,884,m2,35,m2
493,350515000901800780,493,7,004,9,SUMBERJO,JL. DESA BLOK 018,207569,018.0078,1627,m2,148,m2
494,350515000901700160,494,7,005,9,SUMBERJO,JL. DESA BLOK 017,73811,017.0016,707,m2,0,m2
495,350515000901700150,495,7,005,9,SUMBERJO,JL. DESA BLOK 017,266525,017.0015,2536,m2,30,m2
496,350515000901700120,496,7,005,9,SUMBERJO,JL. DESA BLOK 017,75577,017.0012,707,m2,30,m2
497,350515000901700130,497,7,002,8,SUMBERJO,DSN KEMBANGAN,74228,017.0013,711,m2,0,m2
498,350515000902300890,498,7,002,8,SUMBERJO,DSN KEMBANGAN,36990,023.0089,822,m2,0,m2
499,350515000901800490,499,7,004,9,SUMBERJO,BLOK 018,27983,018.0049,282,m2,45,m2
500,350515000901700100,500,7,005,9,SUMBERJO,BLOK 017,43028,017.0010,671,m2,0,m2
501,350515000901700110,501,7,005,9,SUMBERJO,JL. DESA BLOK 017,396839,017.0011,3652,m2,66,m2
502,350515000901700090,502,7,005,9,SUMBERJO,DSN KEMBANGAN,282475,017.0009,436,m2,580,m2
503,350515000901701800,503,7,005,9,SUMBERJO,DSN KEMBANGAN,91138,017.0180,697,m2,50,m2
504,350515000901701810,504,7,005,9,SUMBERJO,DSN KEMBANGAN,43466,017.0181,106,m2,70,m2
505,350515000901701820,505,7,005,9,SUMBERJO,DSN KEMBANGAN,75698,017.0182,478,m2,68,m2
506,350515000901701830,506,7,005,9,SUMBERJO,DSN KEMBANGAN,45518,017.0183,436,m2,0,m2
507,350515000901700080,507,7,005,9,SUMBERJO,JL. DESA BLOK 017,75542,017.0008,546,m2,77,m2
508,350515000901700070,508,7,005,9,SUMBERJO,JL. DESA BLOK 017,81169,017.0007,618,m2,70,m2
509,350515000901800260,509,7,005,9,SUMBERJO,BLOK 018,29049,018.0026,453,m2,0,m2
510,350515000901801200,510,7,5,9,SUMBERJO,BLOK 010,14108,018.0120,165,m2,0,m2
511,350515000901802130,511,7,5,9,SUMBERJO,BLOK 018,17100,018.0213,200,m2,0,m2
512,350515000901700030,512,7,005,9,SUMBERJO,JL. DESA BLOK 017,21362,017.0003,180,m2,36,m2
513,350515000901700050,513,7,004,9,SUMBERJO,JL. DESA BLOK 017,21362,017.0005,180,m2,36,m2
514,350515000901802160,514,7,5,9,SUMBERJO,KEMBANGAN,22829,018.0216,164,m2,0,m2
515,350515000901802170,515,7,5,9,SUMBERJO,KEMBANGAN,19906,018.0217,143,m2,0,m2
516,350515000901700020,516,7,5,9,SUMBERJO,JL. DESA BLOK 017,59926,017.0002,574,m2,0,m2
517,350515000901800360,517,7,005,4,SUMBERJO,BLOK 018,18532,018.0036,289,m2,0,m2
518,350515000901800450,518,7,005,9,SUMBERJO,BLOK 018,51172,018.0045,798,m2,0,m2
519,350515000901802280,519,7,005,9,SUMBERJO,DSN KEMBANGAN,78976,018.0228,541,m2,60,m2
520,350515000901801150,520,7,001,9,SUMBERJO,DSN KEMBANGAN,56174,018.0115,876,m2,0,m2
521,350515000901800130,521,7,005,9,SUMBERJO,BLOK 018,21381,018.0013,285,m2,40,m2
522,350515000901800140,522,7,005,9,SUMBERJO,BLOK 018,22344,018.0014,173,m2,50,m2
523,350515000901800060,523,7,005,9,SUMBERJO,BLOK 018,10773,018.0006,126,m2,0,m2
