id,nop,owner_id,guardian_id,rt,rw,village,road,determination,block_number,land_area,land_area_unit,building_area,building_area_unit
524,350515000901800070,524,7,005,9,SUMBERJO,DSN KEMBANGAN,18468,018.0007,216,m2,0,m2
525,350515000901800080,525,7,005,9,SUMBERJO,DSN KEMBANGAN,43495,018.0008,566,m2,35,m2
526,350515000901802300,526,7,005,9,SUMBERJO,DSN KEMBANGAN,46047,018.0230,567,m2,35,m2
527,350515000901800090,527,7,005,9,SUMBERJO,BLOK 018,121795,018.0009,1366,m2,135,m2
528,350515000901800050,528,7,005,9,SUMBERJO,BLOK 018,19238,018.0005,225,m2,0,m2
529,350515000901700040,529,7,005,9,SUMBERJO,BLOK 017,68357,017.0004,1066,m2,0,m2
530,350515000901700060,530,7,005,9,SUMBERJO,BLOK 017,119208,017.0006,1859,m2,0,m2
531,350515000901701320,531,7,000,0,SUMBERJO,BLOK 017,13920,017.0132,100,m2,0,m2
532,350515000901800110,532,7,005,9,SUMBERJO,JL. DESA BLOK 018,95908,018.0011,754,m2,72,m2
533,350515000901800120,533,7,005,9,SUMBERJO,JL. DESA BLOK 018,21715,018.0012,156,m2,0,m2
534,350515000901800160,534,7,005,9,SUMBERJO,BLOK 018,19131,018.0016,165,m2,40,m2
535,350515000901800170,535,7,005,9,SUMBERJO,BLOK 018,57957,018.0017,661,m2,66,m2
536,350515000901800240,536,7,005,9,SUMBERJO,BLOK 018,36539,018.0024,327,m2,66,m2
537,350515000901802200,537,7,005,9,SUMBERJO,DSN KEMBANGAN,10346,018.0220,121,m2,0,m2
538,350515000901800230,538,7,005,9,SUMBERJO,BLOK 018,26512,018.0023,238,m2,50,m2
539,350515000901800180,539,7,001,9,SUMBERJO,BLOK 018,73107,018.0018,872,m2,72,m2
540,350515000901800020,540,7,005,9,SUMBERJO,KEMBANGAN,24752,018.0002,386,m2,0,m2
541,350515000901800030,541,7,005,9,SUMBERJO,BLOK 018,19409,018.0003,227,m2,0,m2
542,350515000901800200,542,7,005,9,SUMBERJO,JL. DESA BLOK 018,23976,018.0020,184,m2,9,m2
543,350515000901800210,543,7,005,9,SUMBERJO,JL. DESA BLOK 018,31738,018.0021,304,m2,0,m2
544,350515000901800040,544,7,005,9,SUMBERJO,BLOK 018,29177,018.0004,455,m2,0,m2
545,350515000901800190,545,7,000,0,SUMBERJO,JL. DESA BLOK 018,39870,018.0019,300,m2,40,m2
546,350515000901801020,546,7,000,0,SUMBERJO,BLOK 018,10000,018.0102,74,m2,0,m2
547,350515000901801030,547,7,000,0,SUMBERJO,BLOK 018,19906,018.0103,143,m2,0,m2
548,350515000901701690,548,7,005,9,SUMBERJO,DSN. KEMBANGAN,44683,017.0169,428,m2,0,m2
549,350515000901701730,549,7,005,9,SUMBERJO,DSN KEMBANGAN,29754,017.0173,285,m2,0,m2
550,350515000901800220,550,7,005,9,SUMBERJO,JL. DESA BLOK 018,219449,018.0022,1777,m2,134,m2
551,350515000901800280,551,7,005,9,SUMBERJO,BLOK 018,40912,018.0028,638,m2,0,m2
552,350515000901800440,552,7,004,9,SUMBERJO,BLOK 018,33858,018.0044,528,m2,0,m2
553,350515000901800250,553,7,005,9,SUMBERJO,DSN KEMBANGAN,18383,018.0025,215,m2,0,m2
554,350515000901701710,554,7,005,9,SUMBERJO,DSN KEMBANGAN,56689,017.0171,543,m2,0,m2
555,350515000901701720,555,7,005,9,SUMBERJO,DSN KEMBANGAN,19766,017.0172,142,m2,0,m2
556,350515000901802260,556,7,005,9,SUMBERJO,DSN KEMBANGAN,218743,018.0226,1777,m2,104,m2
557,350515000901700010,557,7,005,9,SUMBERJO,DSN KEMBANGAN,42282,017.0001,405,m2,0,m2
558,350515000901800150,558,7,005,9,SUMBERJO,BLOK 018,19366,018.0015,302,m2,0,m2
559,350515000901802250,559,7,005,9,SUMBERJO,DNS KEMBANGAN,222869,018.0225,1777,m2,80,m2
560,350515000902300250,560,7,001,8,SUMBERJO,DSN KEMBANGAN,158085,023.0025,3513,m2,0,m2
561,350515000901800270,561,7,005,9,SUMBERJO,BLOK 018,143695,018.0027,1817,m2,109,m2
562,350515000901800290,562,7,005,9,SUMBERJO,BLOK 018,23616,018.0029,256,m2,35,m2
563,350515000901802270,563,7,005,9,SUMBERJO,DSN KEMBANGAN,56480,018.0227,541,m2,0,m2
564,350515000901800300,564,7,005,9,SUMBERJO,DSN KEMBANGAN,98780,018.0030,541,m2,165,m2
565,350515000901802290,565,7,005,9,SUMBERJO,DSN KEMBANGAN,70430,018.0229,541,m2,60,m2
566,350515000901800320,566,7,005,9,SUMBERJO,JL. DESA BLOK 018,44438,018.0032,261,m2,72,m2
567,350515000901801010,567,7,000,0,SUMBERJO,BLOK 018,111812,018.0101,1071,m2,0,m2
568,350515000901800430,568,7,005,9,SUMBERJO,BLOK 018,48543,018.0043,757,m2,0,m2
569,350515000901800310,569,7,005,9,SUMBERJO,JL. DESA BLOK 018,153583,018.0031,1353,m2,54,m2
570,350515000901701310,570,7,000,0,SUMBERJO,BLOK 017,49590,017.0131,475,m2,0,m2
571,350515000901800330,571,7,005,9,SUMBERJO,JL. DESA BLOK 018,43636,018.0033,349,m2,35,m2
572,350515000901802220,572,7,005,9,SUMBERJO,DSN KEMBANGAN,35205,018.0222,549,m2,0,m2
573,350515000901802210,573,7,005,9,SUMBERJO,DSN KEMBANGAN,60243,018.0221,549,m2,80,m2
574,350515000901800350,574,7,005,9,SUMBERJO,DSN KEMBANGAN,53576,018.0035,549,m2,50,m2
575,350515000901800340,575,7,005,9,SUMBERJO,JL. DESA BLOK 018,35075,018.0034,267,m2,35,m2
576,350515000901701580,576,7,005,9,SUMBERJO,DSN. KEMBANGAN,29754,017.0158,285,m2,0,m2
577,350515000901800370,577,7,005,9,SUMBERJO,BLOK 018,51456,018.0037,627,m2,50,m2
578,350515000901800380,578,7,005,9,SUMBERJO,BLOK 018,51581,018.0038,650,m2,45,m2
579,350515000901801120,579,7,5,9,SUMBERJO,BLOK 018,19430,018.0112,303,m2,0,m2
580,350515000901800410,580,7,005,9,SUMBERJO,BLOK 018,23046,018.0041,205,m2,45,m2
581,350515000901800400,581,7,005,9,SUMBERJO,BLOK 018,49209,018.0040,613,m2,45,m2
582,350515000901800390,582,7,005,9,SUMBERJO,BLOK 018,19430,018.0039,303,m2,0,m2
583,350515000901700260,583,7,004,9,SUMBERJO,JL. DESA BLOK 017,50738,017.0026,486,m2,0,m2
584,350515000901700650,584,7,004,9,SUMBERJO,BLOK 017,34692,017.0065,541,m2,0,m2
585,350515000901700720,585,7,004,9,SUMBERJO,BLOK 017,44888,017.0072,700,m2,0,m2
586,350515000901700820,586,7,004,9,SUMBERJO,BLOK 017,26355,017.0082,411,m2,0,m2
587,350515000902000450,587,7,003,8,SUMBERJO,JL. DESA BLOK 020,336077,020.0045,2191,m2,72,m2
588,350515000901401540,588,7,004,6,SUMBERJO,DSN NGADIPURO,45785,014.0154,714,m2,0,m2
589,350515000901300660,589,7,004,6,SUMBERJO,DSN NGADIPURO,97598,013.0066,1522,m2,0,m2
590,350515000901400920,590,7,001,9,SUMBERJO,BLOK 014,52875,014.0092,1175,m2,0,m2
591,350515000901400870,591,7,001,9,SUMBERJO,BLOK 014,21000,014.0087,350,m2,0,m2
592,350515000901401340,592,7,000,0,SUMBERJO,BLOK 014,51885,014.0134,1153,m2,0,m2
593,350515000901501500,593,7,002,9,SUMBERJO,DSN. KEMBANGAN,21161,015.0150,330,m2,0,m2
594,350515000901501600,594,7,000,0,SUMBERJO,BLOK 015,18297,015.0160,214,m2,0,m2
595,350515000901501630,595,7,002,9,SUMBERJO,DSN KEMBANGAN,28343,015.0163,442,m2,0,m2
596,350515000901601550,596,7,000,0,SUMBERJO,BLOK 016,25650,016.0155,400,m2,0,m2
597,350515000901800510,597,7,004,9,SUMBERJO,DSN KEMBANGAN SUMBERJO,33044,018.0051,288,m2,24,m2
598,350515000901800680,598,7,004,9,SUMBERJO,BLOK 018,58995,018.0068,920,m2,0,m2
599,350515000901800710,599,7,004,9,SUMBERJO,DSN. KEMBANGAN,275802,018.0071,4301,m2,0,m2
600,350515000901800750,600,7,004,9,SUMBERJO,JL. DESA BLOK 018,50787,018.0075,792,m2,0,m2
601,350515000901802140,601,7,1,9,SUMBERJO,KEMBANGAN,18276,018.0214,285,m2,0,m2
602,350515000901900210,602,7,001,9,SUMBERJO,DSN.KEMBANGAN SUMBERJO,22893,019.0021,357,m2,0,m2
603,350515000901900260,603,7,001,9,SUMBERJO,BLOK 019,44375,019.0026,692,m2,0,m2
604,350515000901900270,604,7,001,9,SUMBERJO,BLOK 019,12740,019.0027,149,m2,0,m2
605,350515000901900470,605,7,001,9,SUMBERJO,JL. DESA BLOK 019,83363,019.0047,1300,m2,0,m2
606,350515000901900600,606,7,001,9,SUMBERJO,BLOK 019,53865,019.0060,840,m2,0,m2
607,350515000901900610,607,7,001,9,SUMBERJO,JL. DESA BLOK 019,127098,019.0061,920,m2,0,m2
608,350515000901900670,608,7,001,9,SUMBERJO,DSN. KEMBANGAN,87980,019.0067,1372,m2,0,m2
609,350515000901900740,609,7,000,0,SUMBERJO,BLOK 019,10000,019.0074,57,m2,0,m2
610,350515000901900750,610,7,000,0,SUMBERJO,BLOK 019,22104,019.0075,160,m2,0,m2
611,350515000902000120,611,7,003,8,SUMBERJO,BLOK 020,17271,020.0012,202,m2,0,m2
612,350515000902000140,612,7,004,8,SUMBERJO,DSN KEMBANGAN,17271,020.0014,202,m2,0,m2
613,350515000902000240,613,7,003,8,SUMBERJO,JL. DESA BLOK 020,64766,020.0024,1010,m2,0,m2
614,350515000902001640,614,7,0,0,SUMBERJO,BLOK 020,15903,020.0164,186,m2,0,m2
615,350515000902000440,615,7,003,8,SUMBERJO,DSN KEMBANGAN,109376,020.0044,605,m2,68,m2
616,350515000902001630,616,7,000,0,SUMBERJO,BLOK 020,39373,020.0163,614,m2,0,m2
617,350515000902001790,617,7,003,8,SUMBERJO,DSN. KEMBANGAN,11714,020.0179,137,m2,0,m2
618,350515000902001800,618,7,003,8,SUMBERJO,DSN. KEMBANGAN,11714,020.0180,137,m2,0,m2
619,350515000902002020,619,7,003,8,SUMBERJO,DSN. KEMBANGAN,11714,020.0202,137,m2,0,m2
620,350515000902002030,620,7,003,8,SUMBERJO,DSN. KEMBANGAN,10944,020.0203,128,m2,0,m2
621,350515000902002040,621,7,003,8,SUMBERJO,DSN. KEMBANGAN,11714,020.0204,137,m2,0,m2
622,350515000902002050,622,7,003,8,SUMBERJO,DSN. KEMBANGAN,11714,020.0205,137,m2,0,m2
623,350515000902002060,623,7,003,8,SUMBERJO,DSN. KEMBANGAN,14364,020.0206,168,m2,0,m2
624,350515000902002070,624,7,003,8,SUMBERJO,DSN. KEMBANGAN,12227,020.0207,143,m2,0,m2
625,350515000902100790,625,7,001,8,SUMBERJO,DSN.KEMBANGAN SUMBERJO,23805,021.0079,529,m2,0,m2
626,350515000902200030,626,7,000,0,SUMBERJO,BLOK 022,97785,022.0003,2173,m2,0,m2
627,350515000902200040,627,7,000,0,SUMBERJO,BLOK 022,68310,022.0004,1518,m2,0,m2
628,350515000902200070,628,7,001,8,SUMBERJO,BLOK 022,33210,022.0007,738,m2,0,m2
629,350515000902200200,629,7,003,8,SUMBERJO,BLOK 022,116325,022.0020,2585,m2,0,m2
630,350515000902200520,630,7,002,8,SUMBERJO,BLOK 022,26775,022.0052,595,m2,0,m2
631,350515000902200560,631,7,004,8,SUMBERJO,BLOK 022,166995,022.0056,3711,m2,0,m2
632,350515000902300010,632,7,000,0,SUMBERJO,BLOK 023,423270,023.0001,9406,m2,0,m2
633,350515000901201030,633,7,004,6,SUMBERJO,NGADIPURO,89454,012.0103,1395,m2,0,m2
634,350515000901300610,634,7,004,6,SUMBERJO,DSN. NGADIPURO,70986,013.0061,1107,m2,0,m2
635,350515000901300770,635,7,004,6,SUMBERJO,DSN NGADIPURO,227067,013.0077,3541,m2,0,m2
636,350515000901500710,636,7,002,9,SUMBERJO,DSN KEMBANGAN,191218,015.0071,1078,m2,108,m2
637,350515000901501150,637,7,002,9,SUMBERJO,KEMBANGAN,110872,015.0115,1729,m2,0,m2
638,350515000901501160,638,7,002,9,SUMBERJO,BLOK 015,99779,015.0116,1556,m2,0,m2
639,350515000902300520,639,7,002,9,SUMBERJO,KEMBANGAN SUMBERJO,33930,023.0052,754,m2,0,m2
